county_number,county,record_kind,water_name,water_type,access_point_name,access_status,access_category,latitude,longitude,camping,restroom,boat_ramp,dock,ada_fishing,foot_access_only,day_use_only,pack_in_pack_out,private_land_nearby,public_access_verification,water_name_match_status,access_details,directions_url,official_source_name,official_source_url,source_record_id,source_water_id,source_site_id,last_generated
6,Bingham,access_point,,unknown,Pingree,Active,Fishing,43.0467246,-112.6012486,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,High water access only.,"https://www.google.com/maps/search/?api=1&query=43.0467246,-112.6012486",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,162,,162,2026-07-26T02:39:14Z
6,Bingham,access_point,,unknown,Porterville Bridge,Active,Boating,43.2312273,-112.3277408,False,True,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.2312273,-112.3277408",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,187,,187,2026-07-26T02:39:14Z
6,Bingham,access_point,,unknown,Shelley Park,Active,Boating,43.3753384,-112.167716,False,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.3753384,-112.167716",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,189,,189,2026-07-26T02:39:14Z
6,Bingham,access_point,,unknown,Sportsman Park,Active,Boating,42.9494808,-112.773953,True,True,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Seasonal access fees,"https://www.google.com/maps/search/?api=1&query=42.9494808,-112.773953",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,183,,183,2026-07-26T02:39:14Z
6,Bingham,access_point,,unknown,Twin Bridges,Active,Boating,43.1972023,-112.3680769,False,False,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.1972023,-112.3680769",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,186,,186,2026-07-26T02:39:14Z
6,Bingham,access_point,Crystal Springs Pond,pond,Crystal Springs Pond,Active,Fishing,43.0618019,-112.6551419,False,True,False,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.0618019,-112.6551419",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,179,,179,2026-07-26T02:39:14Z
6,Bingham,access_point,McTucker Pond,pond,McTucker Pond,Active,Boating,43.0358034,-112.6492582,True,,False,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.0358034,-112.6492582",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,184,,184,2026-07-26T02:39:14Z
6,Bingham,access_point,Poison Creek,creek,Poison Creek,Active,Boating,43.0244664,-111.7104339,True,False,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.0244664,-111.7104339",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,192,,192,2026-07-26T02:39:14Z
6,Bingham,access_point,Riverton,unknown,Riverton,Active,Boating,43.1461738,-112.4584126,False,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.1461738,-112.4584126",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,164,,164,2026-07-26T02:39:14Z
6,Bingham,access_point,Rose Pond,pond,Rose Pond,Active,Fishing,43.2468124,-112.3153812,False,,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.2468124,-112.3153812",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,188,,188,2026-07-26T02:39:14Z
6,Bingham,access_point,Springfield Lake,lake,Springfield Lake,Active,Boating,43.0789257,-112.6857087,False,True,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.0789257,-112.6857087",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,161,,161,2026-07-26T02:39:14Z
7,Blaine,access_point,,unknown,Gaver Lagoon,Active,Fishing,43.3386066,-114.1471305,True,True,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.3386066,-114.1471305",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,126,,126,2026-07-26T02:39:14Z
7,Blaine,access_point,,unknown,Lava Point,Active,Boating,43.2904669,-114.3889392,True,True,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.2904669,-114.3889392",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,154,,154,2026-07-26T02:39:14Z
7,Blaine,access_point,,unknown,Moonstone,Active,Boating,43.3355946,-114.4329252,True,True,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.3355946,-114.4329252",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,123,,123,2026-07-26T02:39:14Z
7,Blaine,access_point,,unknown,Sheep Bridge,Active,Fishing,43.3296635,-114.3596687,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.3296635,-114.3596687",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,124,,124,2026-07-26T02:39:14Z
7,Blaine,access_point,,unknown,Stanton Crossing,Active,Fishing,43.3294606,-114.321002,True,True,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.3294606,-114.321002",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,125,,125,2026-07-26T02:39:14Z
7,Blaine,access_point,Carey Lake WMA,lake,Carey Lake WMA,Active,Fishing,43.3337372,-113.9211384,False,True,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.3337372,-113.9211384",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,129,,129,2026-07-26T02:39:14Z
7,Blaine,access_point,Hot Springs Landing / Rock Creek,creek,Hot Springs Landing / Rock Creek,Active,Fishing,43.3283096,-114.3986877,False,False,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.3283096,-114.3986877",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,150,,150,2026-07-26T02:39:14Z
7,Blaine,access_point,Silver Creek East,creek,Silver Creek East,Active,Fishing,43.3307009,-114.0905429,True,True,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.3307009,-114.0905429",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,128,,128,2026-07-26T02:39:14Z
7,Blaine,access_point,Silver Creek West,creek,Silver Creek West,Active,Fishing,43.3253866,-114.104344,True,True,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.3253866,-114.104344",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,127,,127,2026-07-26T02:39:14Z
8,Boise,access_point,Horseshoe Bend Mill Pond,pond,Horseshoe Bend Mill Pond,Active,Fishing,43.9343864,-116.1855547,False,,True,True,True,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Closed sunset to sunrise.Please pack out what you pack in.,"https://www.google.com/maps/search/?api=1&query=43.9343864,-116.1855547",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,93,,93,2026-07-26T02:39:14Z
8,Boise,access_point,Lowman Nature Pond,pond,Lowman Nature Pond,Active,Fishing,44.1159005,-115.4082565,False,True,False,False,True,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Area roads may become very slick when wet or snow covered. Please pack out what you pack in.,"https://www.google.com/maps/search/?api=1&query=44.1159005,-115.4082565",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,120,,120,2026-07-26T02:39:14Z
8,Boise,access_point,South Fork of the Payette River,river,Alder Creek,Active,Fishing,44.0705415,-115.9459857,False,False,False,False,False,False,True,True,True,active_official_IDFG_managed_or_co_managed_access_site,parsed_from_official_notes,Provides access to the South Fork of the Payette River. Much of the surrounding area is private property; please obey all signs and markers. Day use only. Please pack out what you pack in.,"https://www.google.com/maps/search/?api=1&query=44.0705415,-115.9459857",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,94,,94,2026-07-26T02:39:14Z
9,Bonner,access_point,,unknown,Bonner,Active,Fishing,46.2096119,-116.0822027,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=46.2096119,-116.0822027",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,71,,71,2026-07-26T02:39:14Z
9,Bonner,access_point,,unknown,Clark Fork Driftyard,Active,Boating,48.173592,-116.2318259,True,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Camping in large parking lot or on adjacent access road.,"https://www.google.com/maps/search/?api=1&query=48.173592,-116.2318259",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,4,,4,2026-07-26T02:39:14Z
9,Bonner,access_point,,unknown,Garfield Bay,Active,Boating,48.1880404,-116.4372917,True,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Bonner County runs access site.,"https://www.google.com/maps/search/?api=1&query=48.1880404,-116.4372917",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,12,,12,2026-07-26T02:39:14Z
9,Bonner,access_point,,unknown,Pringle Park - East Hope,Active,Boating,48.2391502,-116.293418,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=48.2391502,-116.293418",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,9,,9,2026-07-26T02:39:14Z
9,Bonner,access_point,,unknown,Sunnyside Park,Active,Boating,48.2798222,-116.3833315,False,False,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Access only. No parking. Ramp in poor condition.,"https://www.google.com/maps/search/?api=1&query=48.2798222,-116.3833315",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,8,,8,2026-07-26T02:39:14Z
9,Bonner,access_point,Bonner Lake,lake,Bonner Lake,Active,Fishing,48.7278674,-116.11177,False,True,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Earthen boat launch. Closet style outhouse non ADA.,"https://www.google.com/maps/search/?api=1&query=48.7278674,-116.11177",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,3,,3,2026-07-26T02:39:14Z
9,Bonner,access_point,Chase Lake,lake,Chase Lake,Active,Fishing,48.4575098,-116.8284762,True,True,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Earthen ramp. Primitive camping.,"https://www.google.com/maps/search/?api=1&query=48.4575098,-116.8284762",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,6,,6,2026-07-26T02:39:14Z
9,Bonner,access_point,Cocolalla Lake,lake,Cocolalla Lake,Active,Boating,48.138675,-116.6024754,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Shallow ramp.,"https://www.google.com/maps/search/?api=1&query=48.138675,-116.6024754",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,16,,16,2026-07-26T02:39:14Z
9,Bonner,access_point,Crystal Lake,lake,Crystal Lake,Active,Fishing,48.1760162,-116.8796941,False,,False,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=48.1760162,-116.8796941",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,37,,37,2026-07-26T02:39:14Z
9,Bonner,access_point,Denton Slough,slough,Denton Slough,Active,Boating,48.1930843,-116.2465812,False,,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Canoe/raft access.,"https://www.google.com/maps/search/?api=1&query=48.1930843,-116.2465812",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,35,,35,2026-07-26T02:39:14Z
9,Bonner,access_point,Freeman Lake,lake,Freeman Lake,Active,Fishing,48.2229496,-117.0328809,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Earthen Ramp.,"https://www.google.com/maps/search/?api=1&query=48.2229496,-117.0328809",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,10,,10,2026-07-26T02:39:14Z
9,Bonner,access_point,Granite Lake,lake,Granite Lake,Active,Fishing,48.0062267,-116.6890096,True,,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Earthen ramp.,"https://www.google.com/maps/search/?api=1&query=48.0062267,-116.6890096",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,19,,19,2026-07-26T02:39:14Z
9,Bonner,access_point,Hawkins Point - Pack River,river,Hawkins Point - Pack River,Active,Boating,48.2827751,-116.3787764,False,,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,"Small site, limited parking.","https://www.google.com/maps/search/?api=1&query=48.2827751,-116.3787764",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,7,,7,2026-07-26T02:39:14Z
9,Bonner,access_point,Hoodoo Creek,creek,Hoodoo Creek,Active,Boating,48.1578761,-116.7525615,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Not maintained or developed. Unimproved river access.,"https://www.google.com/maps/search/?api=1&query=48.1578761,-116.7525615",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,15,,15,2026-07-26T02:39:14Z
9,Bonner,access_point,Jewell Lake,lake,Jewell Lake,Active,Fishing,48.1387568,-116.7227044,False,,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Earthen ramp.,"https://www.google.com/maps/search/?api=1&query=48.1387568,-116.7227044",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,17,,17,2026-07-26T02:39:14Z
9,Bonner,access_point,Johnson Creek,creek,Johnson Creek,Active,Boating,48.1389709,-116.2285868,True,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=48.1389709,-116.2285868",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,13,,13,2026-07-26T02:39:14Z
9,Bonner,access_point,Kelso Lake,lake,Kelso Lake,Active,Fishing,48.0115872,-116.7098406,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=48.0115872,-116.7098406",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,18,,18,2026-07-26T02:39:14Z
9,Bonner,access_point,McArthur Lake WMA,lake,McArthur Lake WMA,Active,Boating,48.5208088,-116.4417447,False,True,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Shallow ramp. Fishing docks.,"https://www.google.com/maps/search/?api=1&query=48.5208088,-116.4417447",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,5,,5,2026-07-26T02:39:14Z
9,Bonner,access_point,Morton Slough,slough,Morton Slough,Active,Boating,48.1805802,-116.7143454,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=48.1805802,-116.7143454",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,14,,14,2026-07-26T02:39:14Z
9,Bonner,access_point,Shepherd Lake,lake,Shepherd Lake,Active,Fishing,48.185587,-116.5242703,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,"Boat ramp, ADA restroom, . ADA restroom and fishing access on west side.","https://www.google.com/maps/search/?api=1&query=48.185587,-116.5242703",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,11,,11,2026-07-26T02:39:14Z
10,Bonneville,access_point,,unknown,Byington,Active,Boating,43.622605,-111.6656041,False,,True,True,False,False,True,True,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Please pack out what you pack in. Pets must be on a leash at all times. Day use only.,"https://www.google.com/maps/search/?api=1&query=43.622605,-111.6656041",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,231,,231,2026-07-26T02:39:14Z
10,Bonneville,access_point,,unknown,Clowards Crossing,Active,Fishing,43.4435677,-111.7865181,True,False,False,False,False,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Area roads may become very slick when wet or snow covered. Camping is limited to no more than 10 days within any 30 day period. Pets must be on a leash at all times. Please pack out what you pack in. Groups of 15 people or larger must obtain a permit at the IDFG Regional Office.,"https://www.google.com/maps/search/?api=1&query=43.4435677,-111.7865181",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,233,,233,2026-07-26T02:39:14Z
